vv,vh,dem,pwater,label,water_percent
data\chips\VV\437_11.tif,data\chips\VH\437_11.tif,data\dem\437_11.tif,data\pwater\437_11.tif,data\labels\437_11.tif,15.7623291015625
data\chips\VV\442_10.tif,data\chips\VH\442_10.tif,data\dem\442_10.tif,data\pwater\442_10.tif,data\labels\442_10.tif,8.367919921875
data\chips\VV\442_11.tif,data\chips\VH\442_11.tif,data\dem\442_11.tif,data\pwater\442_11.tif,data\labels\442_11.tif,10.75897216796875
data\chips\VV\443_01.tif,data\chips\VH\443_01.tif,data\dem\443_01.tif,data\pwater\443_01.tif,data\labels\443_01.tif,1.46942138671875
data\chips\VV\443_10.tif,data\chips\VH\443_10.tif,data\dem\443_10.tif,data\pwater\443_10.tif,data\labels\443_10.tif,3.80859375
data\chips\VV\443_11.tif,data\chips\VH\443_11.tif,data\dem\443_11.tif,data\pwater\443_11.tif,data\labels\443_11.tif,4.510498046875
data\chips\VV\448_11.tif,data\chips\VH\448_11.tif,data\dem\448_11.tif,data\pwater\448_11.tif,data\labels\448_11.tif,1.46636962890625
data\chips\VV\453_00.tif,data\chips\VH\453_00.tif,data\dem\453_00.tif,data\pwater\453_00.tif,data\labels\453_00.tif,15.234375
data\chips\VV\454_01.tif,data\chips\VH\454_01.tif,data\dem\454_01.tif,data\pwater\454_01.tif,data\labels\454_01.tif,4.5379638671875
data\chips\VV\454_10.tif,data\chips\VH\454_10.tif,data\dem\454_10.tif,data\pwater\454_10.tif,data\labels\454_10.tif,2.2552490234375
data\chips\VV\454_11.tif,data\chips\VH\454_11.tif,data\dem\454_11.tif,data\pwater\454_11.tif,data\labels\454_11.tif,1.23291015625
data\chips\VV\457_00.tif,data\chips\VH\457_00.tif,data\dem\457_00.tif,data\pwater\457_00.tif,data\labels\457_00.tif,1.39617919921875
data\chips\VV\457_01.tif,data\chips\VH\457_01.tif,data\dem\457_01.tif,data\pwater\457_01.tif,data\labels\457_01.tif,1.36871337890625
data\chips\VV\457_10.tif,data\chips\VH\457_10.tif,data\dem\457_10.tif,data\pwater\457_10.tif,data\labels\457_10.tif,1.07421875
data\chips\VV\458_10.tif,data\chips\VH\458_10.tif,data\dem\458_10.tif,data\pwater\458_10.tif,data\labels\458_10.tif,1.10015869140625
data\chips\VV\459_11.tif,data\chips\VH\459_11.tif,data\dem\459_11.tif,data\pwater\459_11.tif,data\labels\459_11.tif,12.25738525390625
data\chips\VV\461_10.tif,data\chips\VH\461_10.tif,data\dem\461_10.tif,data\pwater\461_10.tif,data\labels\461_10.tif,5.31158447265625
data\chips\VV\464_01.tif,data\chips\VH\464_01.tif,data\dem\464_01.tif,data\pwater\464_01.tif,data\labels\464_01.tif,20.452880859375
data\chips\VV\464_11.tif,data\chips\VH\464_11.tif,data\dem\464_11.tif,data\pwater\464_11.tif,data\labels\464_11.tif,9.27581787109375
data\chips\VV\465_01.tif,data\chips\VH\465_01.tif,data\dem\465_01.tif,data\pwater\465_01.tif,data\labels\465_01.tif,2.655029296875
data\chips\VV\465_10.tif,data\chips\VH\465_10.tif,data\dem\465_10.tif,data\pwater\465_10.tif,data\labels\465_10.tif,6.5887451171875
data\chips\VV\467_01.tif,data\chips\VH\467_01.tif,data\dem\467_01.tif,data\pwater\467_01.tif,data\labels\467_01.tif,26.34124755859375
data\chips\VV\467_10.tif,data\chips\VH\467_10.tif,data\dem\467_10.tif,data\pwater\467_10.tif,data\labels\467_10.tif,15.7318115234375
data\chips\VV\467_11.tif,data\chips\VH\467_11.tif,data\dem\467_11.tif,data\pwater\467_11.tif,data\labels\467_11.tif,20.54290771484375
data\chips\VV\473_00.tif,data\chips\VH\473_00.tif,data\dem\473_00.tif,data\pwater\473_00.tif,data\labels\473_00.tif,4.14581298828125
data\chips\VV\473_01.tif,data\chips\VH\473_01.tif,data\dem\473_01.tif,data\pwater\473_01.tif,data\labels\473_01.tif,10.26763916015625
data\chips\VV\473_10.tif,data\chips\VH\473_10.tif,data\dem\473_10.tif,data\pwater\473_10.tif,data\labels\473_10.tif,15.7379150390625
data\chips\VV\473_11.tif,data\chips\VH\473_11.tif,data\dem\473_11.tif,data\pwater\473_11.tif,data\labels\473_11.tif,12.58697509765625
data\chips\VV\474_00.tif,data\chips\VH\474_00.tif,data\dem\474_00.tif,data\pwater\474_00.tif,data\labels\474_00.tif,1.73797607421875
data\chips\VV\474_01.tif,data\chips\VH\474_01.tif,data\dem\474_01.tif,data\pwater\474_01.tif,data\labels\474_01.tif,4.28314208984375
data\chips\VV\474_10.tif,data\chips\VH\474_10.tif,data\dem\474_10.tif,data\pwater\474_10.tif,data\labels\474_10.tif,6.96868896484375
data\chips\VV\474_11.tif,data\chips\VH\474_11.tif,data\dem\474_11.tif,data\pwater\474_11.tif,data\labels\474_11.tif,11.8988037109375
data\chips\VV\475_00.tif,data\chips\VH\475_00.tif,data\dem\475_00.tif,data\pwater\475_00.tif,data\labels\475_00.tif,14.07928466796875
data\chips\VV\475_01.tif,data\chips\VH\475_01.tif,data\dem\475_01.tif,data\pwater\475_01.tif,data\labels\475_01.tif,21.08612060546875
data\chips\VV\475_10.tif,data\chips\VH\475_10.tif,data\dem\475_10.tif,data\pwater\475_10.tif,data\labels\475_10.tif,26.397705078125
data\chips\VV\475_11.tif,data\chips\VH\475_11.tif,data\dem\475_11.tif,data\pwater\475_11.tif,data\labels\475_11.tif,8.63800048828125
data\chips\VV\476_00.tif,data\chips\VH\476_00.tif,data\dem\476_00.tif,data\pwater\476_00.tif,data\labels\476_00.tif,17.3980712890625
data\chips\VV\476_01.tif,data\chips\VH\476_01.tif,data\dem\476_01.tif,data\pwater\476_01.tif,data\labels\476_01.tif,15.2984619140625
data\chips\VV\476_10.tif,data\chips\VH\476_10.tif,data\dem\476_10.tif,data\pwater\476_10.tif,data\labels\476_10.tif,11.7034912109375
data\chips\VV\476_11.tif,data\chips\VH\476_11.tif,data\dem\476_11.tif,data\pwater\476_11.tif,data\labels\476_11.tif,10.55908203125
data\chips\VV\477_00.tif,data\chips\VH\477_00.tif,data\dem\477_00.tif,data\pwater\477_00.tif,data\labels\477_00.tif,6.52923583984375
data\chips\VV\477_01.tif,data\chips\VH\477_01.tif,data\dem\477_01.tif,data\pwater\477_01.tif,data\labels\477_01.tif,5.45196533203125
data\chips\VV\477_10.tif,data\chips\VH\477_10.tif,data\dem\477_10.tif,data\pwater\477_10.tif,data\labels\477_10.tif,8.63189697265625
data\chips\VV\478_00.tif,data\chips\VH\478_00.tif,data\dem\478_00.tif,data\pwater\478_00.tif,data\labels\478_00.tif,20.9503173828125
data\chips\VV\478_01.tif,data\chips\VH\478_01.tif,data\dem\478_01.tif,data\pwater\478_01.tif,data\labels\478_01.tif,4.60205078125
data\chips\VV\478_10.tif,data\chips\VH\478_10.tif,data\dem\478_10.tif,data\pwater\478_10.tif,data\labels\478_10.tif,22.430419921875
data\chips\VV\478_11.tif,data\chips\VH\478_11.tif,data\dem\478_11.tif,data\pwater\478_11.tif,data\labels\478_11.tif,18.62945556640625
data\chips\VV\479_00.tif,data\chips\VH\479_00.tif,data\dem\479_00.tif,data\pwater\479_00.tif,data\labels\479_00.tif,14.251708984375
data\chips\VV\480_01.tif,data\chips\VH\480_01.tif,data\dem\480_01.tif,data\pwater\480_01.tif,data\labels\480_01.tif,29.54254150390625
data\chips\VV\480_10.tif,data\chips\VH\480_10.tif,data\dem\480_10.tif,data\pwater\480_10.tif,data\labels\480_10.tif,10.73760986328125
data\chips\VV\481_00.tif,data\chips\VH\481_00.tif,data\dem\481_00.tif,data\pwater\481_00.tif,data\labels\481_00.tif,2.8228759765625
data\chips\VV\481_01.tif,data\chips\VH\481_01.tif,data\dem\481_01.tif,data\pwater\481_01.tif,data\labels\481_01.tif,4.168701171875
data\chips\VV\481_10.tif,data\chips\VH\481_10.tif,data\dem\481_10.tif,data\pwater\481_10.tif,data\labels\481_10.tif,2.34832763671875
data\chips\VV\481_11.tif,data\chips\VH\481_11.tif,data\dem\481_11.tif,data\pwater\481_11.tif,data\labels\481_11.tif,3.1585693359375
data\chips\VV\483_01.tif,data\chips\VH\483_01.tif,data\dem\483_01.tif,data\pwater\483_01.tif,data\labels\483_01.tif,21.68121337890625
data\chips\VV\484_00.tif,data\chips\VH\484_00.tif,data\dem\484_00.tif,data\pwater\484_00.tif,data\labels\484_00.tif,3.24554443359375
data\chips\VV\484_10.tif,data\chips\VH\484_10.tif,data\dem\484_10.tif,data\pwater\484_10.tif,data\labels\484_10.tif,1.6845703125
data\chips\VV\484_11.tif,data\chips\VH\484_11.tif,data\dem\484_11.tif,data\pwater\484_11.tif,data\labels\484_11.tif,1.94244384765625
data\chips\VV\485_01.tif,data\chips\VH\485_01.tif,data\dem\485_01.tif,data\pwater\485_01.tif,data\labels\485_01.tif,3.79638671875
data\chips\VV\486_00.tif,data\chips\VH\486_00.tif,data\dem\486_00.tif,data\pwater\486_00.tif,data\labels\486_00.tif,13.116455078125
data\chips\VV\486_01.tif,data\chips\VH\486_01.tif,data\dem\486_01.tif,data\pwater\486_01.tif,data\labels\486_01.tif,7.66448974609375
data\chips\VV\486_11.tif,data\chips\VH\486_11.tif,data\dem\486_11.tif,data\pwater\486_11.tif,data\labels\486_11.tif,6.92901611328125
data\chips\VV\487_10.tif,data\chips\VH\487_10.tif,data\dem\487_10.tif,data\pwater\487_10.tif,data\labels\487_10.tif,2.29034423828125
data\chips\VV\489_11.tif,data\chips\VH\489_11.tif,data\dem\489_11.tif,data\pwater\489_11.tif,data\labels\489_11.tif,10.55908203125
data\chips\VV\490_00.tif,data\chips\VH\490_00.tif,data\dem\490_00.tif,data\pwater\490_00.tif,data\labels\490_00.tif,8.1085205078125
data\chips\VV\490_01.tif,data\chips\VH\490_01.tif,data\dem\490_01.tif,data\pwater\490_01.tif,data\labels\490_01.tif,4.72259521484375
data\chips\VV\490_10.tif,data\chips\VH\490_10.tif,data\dem\490_10.tif,data\pwater\490_10.tif,data\labels\490_10.tif,3.43017578125
data\chips\VV\490_11.tif,data\chips\VH\490_11.tif,data\dem\490_11.tif,data\pwater\490_11.tif,data\labels\490_11.tif,6.82220458984375
data\chips\VV\491_00.tif,data\chips\VH\491_00.tif,data\dem\491_00.tif,data\pwater\491_00.tif,data\labels\491_00.tif,7.18536376953125
data\chips\VV\491_01.tif,data\chips\VH\491_01.tif,data\dem\491_01.tif,data\pwater\491_01.tif,data\labels\491_01.tif,15.032958984375
data\chips\VV\491_10.tif,data\chips\VH\491_10.tif,data\dem\491_10.tif,data\pwater\491_10.tif,data\labels\491_10.tif,2.74658203125
data\chips\VV\491_11.tif,data\chips\VH\491_11.tif,data\dem\491_11.tif,data\pwater\491_11.tif,data\labels\491_11.tif,4.18243408203125
data\chips\VV\493_00.tif,data\chips\VH\493_00.tif,data\dem\493_00.tif,data\pwater\493_00.tif,data\labels\493_00.tif,1.69677734375
data\chips\VV\493_10.tif,data\chips\VH\493_10.tif,data\dem\493_10.tif,data\pwater\493_10.tif,data\labels\493_10.tif,2.38037109375
data\chips\VV\494_10.tif,data\chips\VH\494_10.tif,data\dem\494_10.tif,data\pwater\494_10.tif,data\labels\494_10.tif,5.3497314453125
data\chips\VV\494_11.tif,data\chips\VH\494_11.tif,data\dem\494_11.tif,data\pwater\494_11.tif,data\labels\494_11.tif,3.3843994140625
data\chips\VV\495_00.tif,data\chips\VH\495_00.tif,data\dem\495_00.tif,data\pwater\495_00.tif,data\labels\495_00.tif,2.02484130859375
data\chips\VV\495_10.tif,data\chips\VH\495_10.tif,data\dem\495_10.tif,data\pwater\495_10.tif,data\labels\495_10.tif,3.13873291015625
data\chips\VV\497_00.tif,data\chips\VH\497_00.tif,data\dem\497_00.tif,data\pwater\497_00.tif,data\labels\497_00.tif,20.24383544921875
data\chips\VV\497_01.tif,data\chips\VH\497_01.tif,data\dem\497_01.tif,data\pwater\497_01.tif,data\labels\497_01.tif,4.6661376953125
data\chips\VV\497_11.tif,data\chips\VH\497_11.tif,data\dem\497_11.tif,data\pwater\497_11.tif,data\labels\497_11.tif,25.1922607421875
data\chips\VV\499_00.tif,data\chips\VH\499_00.tif,data\dem\499_00.tif,data\pwater\499_00.tif,data\labels\499_00.tif,2.93731689453125
data\chips\VV\499_01.tif,data\chips\VH\499_01.tif,data\dem\499_01.tif,data\pwater\499_01.tif,data\labels\499_01.tif,7.861328125
data\chips\VV\500_11.tif,data\chips\VH\500_11.tif,data\dem\500_11.tif,data\pwater\500_11.tif,data\labels\500_11.tif,2.069091796875
data\chips\VV\502_11.tif,data\chips\VH\502_11.tif,data\dem\502_11.tif,data\pwater\502_11.tif,data\labels\502_11.tif,3.81317138671875
data\chips\VV\504_00.tif,data\chips\VH\504_00.tif,data\dem\504_00.tif,data\pwater\504_00.tif,data\labels\504_00.tif,2.70233154296875
data\chips\VV\504_01.tif,data\chips\VH\504_01.tif,data\dem\504_01.tif,data\pwater\504_01.tif,data\labels\504_01.tif,14.95819091796875
data\chips\VV\504_10.tif,data\chips\VH\504_10.tif,data\dem\504_10.tif,data\pwater\504_10.tif,data\labels\504_10.tif,13.0096435546875
data\chips\VV\504_11.tif,data\chips\VH\504_11.tif,data\dem\504_11.tif,data\pwater\504_11.tif,data\labels\504_11.tif,1.46026611328125
data\chips\VV\505_11.tif,data\chips\VH\505_11.tif,data\dem\505_11.tif,data\pwater\505_11.tif,data\labels\505_11.tif,2.197265625
data\chips\VV\506_00.tif,data\chips\VH\506_00.tif,data\dem\506_00.tif,data\pwater\506_00.tif,data\labels\506_00.tif,23.47869873046875
data\chips\VV\506_01.tif,data\chips\VH\506_01.tif,data\dem\506_01.tif,data\pwater\506_01.tif,data\labels\506_01.tif,3.5369873046875
data\chips\VV\506_10.tif,data\chips\VH\506_10.tif,data\dem\506_10.tif,data\pwater\506_10.tif,data\labels\506_10.tif,12.2894287109375
data\chips\VV\506_11.tif,data\chips\VH\506_11.tif,data\dem\506_11.tif,data\pwater\506_11.tif,data\labels\506_11.tif,2.47802734375
data\chips\VV\507_00.tif,data\chips\VH\507_00.tif,data\dem\507_00.tif,data\pwater\507_00.tif,data\labels\507_00.tif,7.2662353515625
data\chips\VV\507_01.tif,data\chips\VH\507_01.tif,data\dem\507_01.tif,data\pwater\507_01.tif,data\labels\507_01.tif,21.13189697265625
data\chips\VV\507_10.tif,data\chips\VH\507_10.tif,data\dem\507_10.tif,data\pwater\507_10.tif,data\labels\507_10.tif,18.66607666015625
data\chips\VV\507_11.tif,data\chips\VH\507_11.tif,data\dem\507_11.tif,data\pwater\507_11.tif,data\labels\507_11.tif,23.97308349609375
data\chips\VV\508_10.tif,data\chips\VH\508_10.tif,data\dem\508_10.tif,data\pwater\508_10.tif,data\labels\508_10.tif,23.26507568359375
data\chips\VV\509_00.tif,data\chips\VH\509_00.tif,data\dem\509_00.tif,data\pwater\509_00.tif,data\labels\509_00.tif,5.0140380859375
data\chips\VV\509_01.tif,data\chips\VH\509_01.tif,data\dem\509_01.tif,data\pwater\509_01.tif,data\labels\509_01.tif,4.11834716796875
data\chips\VV\509_10.tif,data\chips\VH\509_10.tif,data\dem\509_10.tif,data\pwater\509_10.tif,data\labels\509_10.tif,19.3084716796875
data\chips\VV\510_01.tif,data\chips\VH\510_01.tif,data\dem\510_01.tif,data\pwater\510_01.tif,data\labels\510_01.tif,4.248046875
data\chips\VV\510_10.tif,data\chips\VH\510_10.tif,data\dem\510_10.tif,data\pwater\510_10.tif,data\labels\510_10.tif,17.59796142578125
data\chips\VV\510_11.tif,data\chips\VH\510_11.tif,data\dem\510_11.tif,data\pwater\510_11.tif,data\labels\510_11.tif,7.1624755859375
data\chips\VV\511_00.tif,data\chips\VH\511_00.tif,data\dem\511_00.tif,data\pwater\511_00.tif,data\labels\511_00.tif,1.226806640625
data\chips\VV\511_01.tif,data\chips\VH\511_01.tif,data\dem\511_01.tif,data\pwater\511_01.tif,data\labels\511_01.tif,2.459716796875
data\chips\VV\512_01.tif,data\chips\VH\512_01.tif,data\dem\512_01.tif,data\pwater\512_01.tif,data\labels\512_01.tif,11.09466552734375
data\chips\VV\512_11.tif,data\chips\VH\512_11.tif,data\dem\512_11.tif,data\pwater\512_11.tif,data\labels\512_11.tif,7.62786865234375
data\chips\VV\513_00.tif,data\chips\VH\513_00.tif,data\dem\513_00.tif,data\pwater\513_00.tif,data\labels\513_00.tif,1.593017578125
data\chips\VV\514_00.tif,data\chips\VH\514_00.tif,data\dem\514_00.tif,data\pwater\514_00.tif,data\labels\514_00.tif,5.76171875
data\chips\VV\514_01.tif,data\chips\VH\514_01.tif,data\dem\514_01.tif,data\pwater\514_01.tif,data\labels\514_01.tif,11.51123046875
data\chips\VV\514_10.tif,data\chips\VH\514_10.tif,data\dem\514_10.tif,data\pwater\514_10.tif,data\labels\514_10.tif,4.23126220703125
data\chips\VV\514_11.tif,data\chips\VH\514_11.tif,data\dem\514_11.tif,data\pwater\514_11.tif,data\labels\514_11.tif,5.0750732421875
data\chips\VV\515_01.tif,data\chips\VH\515_01.tif,data\dem\515_01.tif,data\pwater\515_01.tif,data\labels\515_01.tif,5.39703369140625
data\chips\VV\515_10.tif,data\chips\VH\515_10.tif,data\dem\515_10.tif,data\pwater\515_10.tif,data\labels\515_10.tif,15.4083251953125
data\chips\VV\516_00.tif,data\chips\VH\516_00.tif,data\dem\516_00.tif,data\pwater\516_00.tif,data\labels\516_00.tif,17.61627197265625
data\chips\VV\516_01.tif,data\chips\VH\516_01.tif,data\dem\516_01.tif,data\pwater\516_01.tif,data\labels\516_01.tif,26.46942138671875
data\chips\VV\516_10.tif,data\chips\VH\516_10.tif,data\dem\516_10.tif,data\pwater\516_10.tif,data\labels\516_10.tif,5.07659912109375
data\chips\VV\516_11.tif,data\chips\VH\516_11.tif,data\dem\516_11.tif,data\pwater\516_11.tif,data\labels\516_11.tif,5.6365966796875
data\chips\VV\517_00.tif,data\chips\VH\517_00.tif,data\dem\517_00.tif,data\pwater\517_00.tif,data\labels\517_00.tif,12.10174560546875
data\chips\VV\517_01.tif,data\chips\VH\517_01.tif,data\dem\517_01.tif,data\pwater\517_01.tif,data\labels\517_01.tif,3.03497314453125
data\chips\VV\517_11.tif,data\chips\VH\517_11.tif,data\dem\517_11.tif,data\pwater\517_11.tif,data\labels\517_11.tif,2.62298583984375
data\chips\VV\519_00.tif,data\chips\VH\519_00.tif,data\dem\519_00.tif,data\pwater\519_00.tif,data\labels\519_00.tif,7.06787109375
data\chips\VV\519_01.tif,data\chips\VH\519_01.tif,data\dem\519_01.tif,data\pwater\519_01.tif,data\labels\519_01.tif,22.94158935546875
data\chips\VV\519_10.tif,data\chips\VH\519_10.tif,data\dem\519_10.tif,data\pwater\519_10.tif,data\labels\519_10.tif,2.2552490234375
data\chips\VV\519_11.tif,data\chips\VH\519_11.tif,data\dem\519_11.tif,data\pwater\519_11.tif,data\labels\519_11.tif,11.85455322265625
data\chips\VV\520_00.tif,data\chips\VH\520_00.tif,data\dem\520_00.tif,data\pwater\520_00.tif,data\labels\520_00.tif,2.1514892578125
data\chips\VV\520_01.tif,data\chips\VH\520_01.tif,data\dem\520_01.tif,data\pwater\520_01.tif,data\labels\520_01.tif,3.01513671875
data\chips\VV\520_10.tif,data\chips\VH\520_10.tif,data\dem\520_10.tif,data\pwater\520_10.tif,data\labels\520_10.tif,6.0150146484375
data\chips\VV\521_00.tif,data\chips\VH\521_00.tif,data\dem\521_00.tif,data\pwater\521_00.tif,data\labels\521_00.tif,1.0528564453125
data\chips\VV\521_01.tif,data\chips\VH\521_01.tif,data\dem\521_01.tif,data\pwater\521_01.tif,data\labels\521_01.tif,1.13067626953125
data\chips\VV\521_10.tif,data\chips\VH\521_10.tif,data\dem\521_10.tif,data\pwater\521_10.tif,data\labels\521_10.tif,1.72119140625
data\chips\VV\522_10.tif,data\chips\VH\522_10.tif,data\dem\522_10.tif,data\pwater\522_10.tif,data\labels\522_10.tif,14.0960693359375
data\chips\VV\523_00.tif,data\chips\VH\523_00.tif,data\dem\523_00.tif,data\pwater\523_00.tif,data\labels\523_00.tif,3.95050048828125
data\chips\VV\523_10.tif,data\chips\VH\523_10.tif,data\dem\523_10.tif,data\pwater\523_10.tif,data\labels\523_10.tif,1.87225341796875
data\chips\VV\524_10.tif,data\chips\VH\524_10.tif,data\dem\524_10.tif,data\pwater\524_10.tif,data\labels\524_10.tif,1.01318359375
data\chips\VV\525_00.tif,data\chips\VH\525_00.tif,data\dem\525_00.tif,data\pwater\525_00.tif,data\labels\525_00.tif,7.44476318359375
data\chips\VV\525_01.tif,data\chips\VH\525_01.tif,data\dem\525_01.tif,data\pwater\525_01.tif,data\labels\525_01.tif,9.23309326171875
data\chips\VV\525_10.tif,data\chips\VH\525_10.tif,data\dem\525_10.tif,data\pwater\525_10.tif,data\labels\525_10.tif,7.012939453125
data\chips\VV\525_11.tif,data\chips\VH\525_11.tif,data\dem\525_11.tif,data\pwater\525_11.tif,data\labels\525_11.tif,5.938720703125
data\chips\VV\526_01.tif,data\chips\VH\526_01.tif,data\dem\526_01.tif,data\pwater\526_01.tif,data\labels\526_01.tif,2.14996337890625
data\chips\VV\527_00.tif,data\chips\VH\527_00.tif,data\dem\527_00.tif,data\pwater\527_00.tif,data\labels\527_00.tif,5.05218505859375
data\chips\VV\527_01.tif,data\chips\VH\527_01.tif,data\dem\527_01.tif,data\pwater\527_01.tif,data\labels\527_01.tif,6.1798095703125
data\chips\VV\527_10.tif,data\chips\VH\527_10.tif,data\dem\527_10.tif,data\pwater\527_10.tif,data\labels\527_10.tif,20.3216552734375
data\chips\VV\527_11.tif,data\chips\VH\527_11.tif,data\dem\527_11.tif,data\pwater\527_11.tif,data\labels\527_11.tif,5.1422119140625
data\chips\VV\528_00.tif,data\chips\VH\528_00.tif,data\dem\528_00.tif,data\pwater\528_00.tif,data\labels\528_00.tif,12.579345703125
data\chips\VV\528_01.tif,data\chips\VH\528_01.tif,data\dem\528_01.tif,data\pwater\528_01.tif,data\labels\528_01.tif,5.03082275390625
data\chips\VV\528_10.tif,data\chips\VH\528_10.tif,data\dem\528_10.tif,data\pwater\528_10.tif,data\labels\528_10.tif,4.04052734375
data\chips\VV\528_11.tif,data\chips\VH\528_11.tif,data\dem\528_11.tif,data\pwater\528_11.tif,data\labels\528_11.tif,1.25274658203125
data\chips\VV\529_00.tif,data\chips\VH\529_00.tif,data\dem\529_00.tif,data\pwater\529_00.tif,data\labels\529_00.tif,4.5074462890625
data\chips\VV\529_10.tif,data\chips\VH\529_10.tif,data\dem\529_10.tif,data\pwater\529_10.tif,data\labels\529_10.tif,3.11737060546875
data\chips\VV\529_11.tif,data\chips\VH\529_11.tif,data\dem\529_11.tif,data\pwater\529_11.tif,data\labels\529_11.tif,3.1982421875
data\chips\VV\530_00.tif,data\chips\VH\530_00.tif,data\dem\530_00.tif,data\pwater\530_00.tif,data\labels\530_00.tif,12.1002197265625
data\chips\VV\530_01.tif,data\chips\VH\530_01.tif,data\dem\530_01.tif,data\pwater\530_01.tif,data\labels\530_01.tif,2.1392822265625
data\chips\VV\530_10.tif,data\chips\VH\530_10.tif,data\dem\530_10.tif,data\pwater\530_10.tif,data\labels\530_10.tif,21.514892578125
data\chips\VV\530_11.tif,data\chips\VH\530_11.tif,data\dem\530_11.tif,data\pwater\530_11.tif,data\labels\530_11.tif,14.98565673828125
data\chips\VV\531_00.tif,data\chips\VH\531_00.tif,data\dem\531_00.tif,data\pwater\531_00.tif,data\labels\531_00.tif,20.880126953125
data\chips\VV\531_01.tif,data\chips\VH\531_01.tif,data\dem\531_01.tif,data\pwater\531_01.tif,data\labels\531_01.tif,4.19158935546875
data\chips\VV\531_11.tif,data\chips\VH\531_11.tif,data\dem\531_11.tif,data\pwater\531_11.tif,data\labels\531_11.tif,1.318359375
data\chips\VV\532_00.tif,data\chips\VH\532_00.tif,data\dem\532_00.tif,data\pwater\532_00.tif,data\labels\532_00.tif,1.13525390625
data\chips\VV\532_01.tif,data\chips\VH\532_01.tif,data\dem\532_01.tif,data\pwater\532_01.tif,data\labels\532_01.tif,2.58331298828125
data\chips\VV\532_11.tif,data\chips\VH\532_11.tif,data\dem\532_11.tif,data\pwater\532_11.tif,data\labels\532_11.tif,7.42340087890625
data\chips\VV\533_00.tif,data\chips\VH\533_00.tif,data\dem\533_00.tif,data\pwater\533_00.tif,data\labels\533_00.tif,4.32586669921875
data\chips\VV\533_01.tif,data\chips\VH\533_01.tif,data\dem\533_01.tif,data\pwater\533_01.tif,data\labels\533_01.tif,10.82916259765625
data\chips\VV\533_10.tif,data\chips\VH\533_10.tif,data\dem\533_10.tif,data\pwater\533_10.tif,data\labels\533_10.tif,1.96685791015625
data\chips\VV\534_00.tif,data\chips\VH\534_00.tif,data\dem\534_00.tif,data\pwater\534_00.tif,data\labels\534_00.tif,11.74774169921875
data\chips\VV\534_01.tif,data\chips\VH\534_01.tif,data\dem\534_01.tif,data\pwater\534_01.tif,data\labels\534_01.tif,17.352294921875
data\chips\VV\534_10.tif,data\chips\VH\534_10.tif,data\dem\534_10.tif,data\pwater\534_10.tif,data\labels\534_10.tif,11.260986328125
data\chips\VV\535_00.tif,data\chips\VH\535_00.tif,data\dem\535_00.tif,data\pwater\535_00.tif,data\labels\535_00.tif,14.2578125
data\chips\VV\535_01.tif,data\chips\VH\535_01.tif,data\dem\535_01.tif,data\pwater\535_01.tif,data\labels\535_01.tif,20.428466796875
data\chips\VV\536_00.tif,data\chips\VH\536_00.tif,data\dem\536_00.tif,data\pwater\536_00.tif,data\labels\536_00.tif,28.59954833984375
data\chips\VV\536_01.tif,data\chips\VH\536_01.tif,data\dem\536_01.tif,data\pwater\536_01.tif,data\labels\536_01.tif,19.73419189453125
data\chips\VV\536_10.tif,data\chips\VH\536_10.tif,data\dem\536_10.tif,data\pwater\536_10.tif,data\labels\536_10.tif,10.85052490234375
data\chips\VV\536_11.tif,data\chips\VH\536_11.tif,data\dem\536_11.tif,data\pwater\536_11.tif,data\labels\536_11.tif,20.98236083984375
data\chips\VV\537_10.tif,data\chips\VH\537_10.tif,data\dem\537_10.tif,data\pwater\537_10.tif,data\labels\537_10.tif,1.971435546875
data\chips\VV\537_11.tif,data\chips\VH\537_11.tif,data\dem\537_11.tif,data\pwater\537_11.tif,data\labels\537_11.tif,4.5928955078125
data\chips\VV\538_00.tif,data\chips\VH\538_00.tif,data\dem\538_00.tif,data\pwater\538_00.tif,data\labels\538_00.tif,11.2152099609375
data\chips\VV\538_10.tif,data\chips\VH\538_10.tif,data\dem\538_10.tif,data\pwater\538_10.tif,data\labels\538_10.tif,11.14044189453125
data\chips\VV\538_11.tif,data\chips\VH\538_11.tif,data\dem\538_11.tif,data\pwater\538_11.tif,data\labels\538_11.tif,15.02227783203125
data\chips\VV\539_00.tif,data\chips\VH\539_00.tif,data\dem\539_00.tif,data\pwater\539_00.tif,data\labels\539_00.tif,4.229736328125
data\chips\VV\539_01.tif,data\chips\VH\539_01.tif,data\dem\539_01.tif,data\pwater\539_01.tif,data\labels\539_01.tif,10.400390625
data\chips\VV\539_10.tif,data\chips\VH\539_10.tif,data\dem\539_10.tif,data\pwater\539_10.tif,data\labels\539_10.tif,18.66607666015625
data\chips\VV\539_11.tif,data\chips\VH\539_11.tif,data\dem\539_11.tif,data\pwater\539_11.tif,data\labels\539_11.tif,10.83221435546875
data\chips\VV\541_00.tif,data\chips\VH\541_00.tif,data\dem\541_00.tif,data\pwater\541_00.tif,data\labels\541_00.tif,8.0322265625
data\chips\VV\541_01.tif,data\chips\VH\541_01.tif,data\dem\541_01.tif,data\pwater\541_01.tif,data\labels\541_01.tif,3.729248046875
data\chips\VV\541_10.tif,data\chips\VH\541_10.tif,data\dem\541_10.tif,data\pwater\541_10.tif,data\labels\541_10.tif,14.87274169921875
